country,league,home_team,away_team,date,season,home_team_goal,away_team_goal
Italy,Italy Serie A,Cagliari,Palermo,2015-05-17 00:00:00,2014/2015,0,1
Italy,Italy Serie A,Fiorentina,Parma,2015-05-18 00:00:00,2014/2015,3,0
Italy,Italy Serie A,Roma,Udinese,2015-05-17 00:00:00,2014/2015,2,1
Italy,Italy Serie A,Chievo Verona,Atalanta,2015-05-24 00:00:00,2014/2015,1,1
Italy,Italy Serie A,Cesena,Cagliari,2015-05-24 00:00:00,2014/2015,0,1
Italy,Italy Serie A,Palermo,Fiorentina,2015-05-24 00:00:00,2014/2015,2,3
Italy,Italy Serie A,Parma,Hellas Verona,2015-05-24 00:00:00,2014/2015,2,2
Italy,Italy Serie A,Genoa,Inter,2015-05-23 00:00:00,2014/2015,3,2
Italy,Italy Serie A,Juventus,Napoli,2015-05-23 00:00:00,2014/2015,3,1
Italy,Italy Serie A,Lazio,Roma,2015-05-25 00:00:00,2014/2015,1,2
Italy,Italy Serie A,Empoli,Sampdoria,2015-05-24 00:00:00,2014/2015,1,1
Italy,Italy Serie A,Udinese,Sassuolo,2015-05-24 00:00:00,2014/2015,0,1
Italy,Italy Serie A,Milan,Torino,2015-05-24 00:00:00,2014/2015,3,0
Italy,Italy Serie A,Torino,Cesena,2015-05-31 00:00:00,2014/2015,5,0
Italy,Italy Serie A,Fiorentina,Chievo Verona,2015-05-31 00:00:00,2014/2015,3,0
Italy,Italy Serie A,Inter,Empoli,2015-05-31 00:00:00,2014/2015,4,3
Italy,Italy Serie A,Sassuolo,Genoa,2015-05-31 00:00:00,2014/2015,3,1
Italy,Italy Serie A,Hellas Verona,Juventus,2015-05-30 00:00:00,2014/2015,2,2
Italy,Italy Serie A,Atalanta,Milan,2015-05-30 00:00:00,2014/2015,1,3
Italy,Italy Serie A,Roma,Palermo,2015-05-31 00:00:00,2014/2015,1,2
Italy,Italy Serie A,Sampdoria,Parma,2015-05-31 00:00:00,2014/2015,2,2
Italy,Italy Serie A,Cagliari,Udinese,2015-05-31 00:00:00,2014/2015,4,3
Italy,Italy Serie A,Cagliari,Torino,2014-09-24 00:00:00,2014/2015,1,2
Italy,Italy Serie A,Empoli,Milan,2014-09-23 00:00:00,2014/2015,2,2
Italy,Italy Serie A,Fiorentina,Sassuolo,2014-09-24 00:00:00,2014/2015,0,0
Italy,Italy Serie A,Hellas Verona,Genoa,2014-09-24 00:00:00,2014/2015,2,2
Italy,Italy Serie A,Inter,Atalanta,2014-09-24 00:00:00,2014/2015,2,0
Italy,Italy Serie A,Juventus,Cesena,2014-09-24 00:00:00,2014/2015,3,0
Italy,Italy Serie A,Lazio,Udinese,2014-09-25 00:00:00,2014/2015,0,1
Italy,Italy Serie A,Napoli,Palermo,2014-09-24 00:00:00,2014/2015,3,3
Italy,Italy Serie A,Parma,Roma,2014-09-24 00:00:00,2014/2015,1,2
Italy,Italy Serie A,Sampdoria,Chievo Verona,2014-09-24 00:00:00,2014/2015,2,1
Italy,Italy Serie A,Atalanta,Juventus,2014-09-27 00:00:00,2014/2015,0,3
Italy,Italy Serie A,Cesena,Milan,2014-09-28 00:00:00,2014/2015,1,1
Italy,Italy Serie A,Chievo Verona,Empoli,2014-09-28 00:00:00,2014/2015,1,1
Italy,Italy Serie A,Genoa,Sampdoria,2014-09-28 00:00:00,2014/2015,0,1
Italy,Italy Serie A,Inter,Cagliari,2014-09-28 00:00:00,2014/2015,1,4
Italy,Italy Serie A,Palermo,Lazio,2014-09-29 00:00:00,2014/2015,0,4
Italy,Italy Serie A,Roma,Hellas Verona,2014-09-27 00:00:00,2014/2015,2,0
Italy,Italy Serie A,Sassuolo,Napoli,2014-09-28 00:00:00,2014/2015,0,1
Italy,Italy Serie A,Torino,Fiorentina,2014-09-28 00:00:00,2014/2015,1,1
Italy,Italy Serie A,Udinese,Parma,2014-09-29 00:00:00,2014/2015,4,2
Italy,Italy Serie A,Empoli,Palermo,2014-10-05 00:00:00,2014/2015,3,0
Italy,Italy Serie A,Fiorentina,Inter,2014-10-05 00:00:00,2014/2015,3,0
Italy,Italy Serie A,Hellas Verona,Cagliari,2014-10-04 00:00:00,2014/2015,1,0
Italy,Italy Serie A,Juventus,Roma,2014-10-05 00:00:00,2014/2015,3,2
Italy,Italy Serie A,Lazio,Sassuolo,2014-10-05 00:00:00,2014/2015,3,2
Italy,Italy Serie A,Milan,Chievo Verona,2014-10-04 00:00:00,2014/2015,2,0
Italy,Italy Serie A,Napoli,Torino,2014-10-05 00:00:00,2014/2015,2,1
Italy,Italy Serie A,Parma,Genoa,2014-10-05 00:00:00,2014/2015,1,2
Italy,Italy Serie A,Sampdoria,Atalanta,2014-10-05 00:00:00,2014/2015,1,0
Italy,Italy Serie A,Udinese,Cesena,2014-10-05 00:00:00,2014/2015,1,1
Italy,Italy Serie A,Atalanta,Parma,2014-10-19 00:00:00,2014/2015,1,0
Italy,Italy Serie A,Cagliari,Sampdoria,2014-10-19 00:00:00,2014/2015,2,2
Italy,Italy Serie A,Fiorentina,Lazio,2014-10-19 00:00:00,2014/2015,0,2
Italy,Italy Serie A,Genoa,Empoli,2014-10-20 00:00:00,2014/2015,1,1
Italy,Italy Serie A,Hellas Verona,Milan,2014-10-19 00:00:00,2014/2015,1,3
Italy,Italy Serie A,Inter,Napoli,2014-10-19 00:00:00,2014/2015,2,2
Italy,Italy Serie A,Palermo,Cesena,2014-10-19 00:00:00,2014/2015,2,1
Italy,Italy Serie A,Roma,Chievo Verona,2014-10-18 00:00:00,2014/2015,3,0
Italy,Italy Serie A,Sassuolo,Juventus,2014-10-18 00:00:00,2014/2015,1,1
Italy,Italy Serie A,Torino,Udinese,2014-10-19 00:00:00,2014/2015,1,0
Italy,Italy Serie A,Cesena,Inter,2014-10-26 00:00:00,2014/2015,0,1
Italy,Italy Serie A,Chievo Verona,Genoa,2014-10-26 00:00:00,2014/2015,1,2
Italy,Italy Serie A,Empoli,Cagliari,2014-10-25 00:00:00,2014/2015,0,4
Italy,Italy Serie A,Juventus,Palermo,2014-10-26 00:00:00,2014/2015,2,0
Italy,Italy Serie A,Lazio,Torino,2014-10-26 00:00:00,2014/2015,2,1
Italy,Italy Serie A,Milan,Fiorentina,2014-10-26 00:00:00,2014/2015,1,1
Italy,Italy Serie A,Napoli,Hellas Verona,2014-10-26 00:00:00,2014/2015,6,2
Italy,Italy Serie A,Parma,Sassuolo,2014-10-25 00:00:00,2014/2015,1,3
Italy,Italy Serie A,Sampdoria,Roma,2014-10-25 00:00:00,2014/2015,0,0
Italy,Italy Serie A,Udinese,Atalanta,2014-10-26 00:00:00,2014/2015,2,0
Italy,Italy Serie A,Atalanta,Napoli,2014-10-29 00:00:00,2014/2015,1,1
Italy,Italy Serie A,Cagliari,Milan,2014-10-29 00:00:00,2014/2015,1,1
Italy,Italy Serie A,Fiorentina,Udinese,2014-10-29 00:00:00,2014/2015,3,0
Italy,Italy Serie A,Genoa,Juventus,2014-10-29 00:00:00,2014/2015,1,0
Italy,Italy Serie A,Hellas Verona,Lazio,2014-10-30 00:00:00,2014/2015,1,1
Italy,Italy Serie A,Inter,Sampdoria,2014-10-29 00:00:00,2014/2015,1,0
Italy,Italy Serie A,Palermo,Chievo Verona,2014-10-29 00:00:00,2014/2015,1,0
Italy,Italy Serie A,Roma,Cesena,2014-10-29 00:00:00,2014/2015,2,0
Italy,Italy Serie A,Sassuolo,Empoli,2014-10-28 00:00:00,2014/2015,3,1
Italy,Italy Serie A,Torino,Parma,2014-10-29 00:00:00,2014/2015,1,0
Italy,Italy Serie A,Empoli,Chievo Verona,2015-08-23 00:00:00,2015/2016,1,3
Italy,Italy Serie A,Fiorentina,Milan,2015-08-23 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Frosinone,Torino,2015-08-23 00:00:00,2015/2016,1,2
Italy,Italy Serie A,Hellas Verona,Roma,2015-08-22 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Inter,Atalanta,2015-08-23 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Juventus,Udinese,2015-08-23 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Lazio,Bologna,2015-08-22 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Palermo,Genoa,2015-08-23 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Sampdoria,Carpi,2015-08-23 00:00:00,2015/2016,5,2
Italy,Italy Serie A,Sassuolo,Napoli,2015-08-23 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Atalanta,Lazio,2015-10-28 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Bologna,Inter,2015-10-27 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Frosinone,Carpi,2015-10-28 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Hellas Verona,Fiorentina,2015-10-28 00:00:00,2015/2016,0,2
Italy,Italy Serie A,Milan,Chievo Verona,2015-10-28 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Napoli,Palermo,2015-10-28 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Roma,Udinese,2015-10-28 00:00:00,2015/2016,3,1
Italy,Italy Serie A,Sampdoria,Empoli,2015-10-29 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Sassuolo,Juventus,2015-10-28 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Torino,Genoa,2015-10-28 00:00:00,2015/2016,3,3
Italy,Italy Serie A,Bologna,Atalanta,2015-11-01 00:00:00,2015/2016,3,0
Italy,Italy Serie A,Carpi,Hellas Verona,2015-11-01 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Chievo Verona,Sampdoria,2015-11-02 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Fiorentina,Frosinone,2015-11-01 00:00:00,2015/2016,4,1
Italy,Italy Serie A,Genoa,Napoli,2015-11-01 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Inter,Roma,2015-10-31 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Juventus,Torino,2015-10-31 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Lazio,Milan,2015-11-01 00:00:00,2015/2016,1,3
Italy,Italy Serie A,Palermo,Empoli,2015-11-02 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Udinese,Sassuolo,2015-11-01 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Empoli,Juventus,2015-11-08 00:00:00,2015/2016,1,3
Italy,Italy Serie A,Frosinone,Genoa,2015-11-08 00:00:00,2015/2016,2,2
Italy,Italy Serie A,Hellas Verona,Bologna,2015-11-07 00:00:00,2015/2016,0,2
Italy,Italy Serie A,Milan,Atalanta,2015-11-07 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Napoli,Udinese,2015-11-08 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Palermo,Chievo Verona,2015-11-08 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Roma,Lazio,2015-11-08 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Sampdoria,Fiorentina,2015-11-08 00:00:00,2015/2016,0,2
Italy,Italy Serie A,Sassuolo,Carpi,2015-11-08 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Torino,Inter,2015-11-08 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Atalanta,Torino,2015-11-22 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Bologna,Roma,2015-11-21 00:00:00,2015/2016,2,2
Italy,Italy Serie A,Carpi,Chievo Verona,2015-11-22 00:00:00,2015/2016,1,2
Italy,Italy Serie A,Fiorentina,Empoli,2015-11-22 00:00:00,2015/2016,2,2
Italy,Italy Serie A,Genoa,Sassuolo,2015-11-22 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Hellas Verona,Napoli,2015-11-22 00:00:00,2015/2016,0,2
Italy,Italy Serie A,Inter,Frosinone,2015-11-22 00:00:00,2015/2016,4,0
Italy,Italy Serie A,Juventus,Milan,2015-11-21 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Lazio,Palermo,2015-11-22 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Udinese,Sampdoria,2015-11-22 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Chievo Verona,Udinese,2015-11-29 00:00:00,2015/2016,2,3
Italy,Italy Serie A,Empoli,Lazio,2015-11-29 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Frosinone,Hellas Verona,2015-11-29 00:00:00,2015/2016,3,2
Italy,Italy Serie A,Genoa,Carpi,2015-11-29 00:00:00,2015/2016,1,2
Italy,Italy Serie A,Milan,Sampdoria,2015-11-28 00:00:00,2015/2016,4,1
Italy,Italy Serie A,Napoli,Inter,2015-11-30 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Palermo,Juventus,2015-11-29 00:00:00,2015/2016,0,3
Italy,Italy Serie A,Roma,Atalanta,2015-11-29 00:00:00,2015/2016,0,2
Italy,Italy Serie A,Sassuolo,Fiorentina,2015-11-30 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Torino,Bologna,2015-11-28 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Atalanta,Palermo,2015-12-06 00:00:00,2015/2016,3,0
Italy,Italy Serie A,Bologna,Napoli,2015-12-06 00:00:00,2015/2016,3,2
Italy,Italy Serie A,Carpi,Milan,2015-12-06 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Fiorentina,Udinese,2015-12-06 00:00:00,2015/2016,3,0
Italy,Italy Serie A,Frosinone,Chievo Verona,2015-12-06 00:00:00,2015/2016,0,2
Italy,Italy Serie A,Hellas Verona,Empoli,2015-12-06 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Inter,Genoa,2015-12-05 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Lazio,Juventus,2015-12-04 00:00:00,2015/2016,0,2
Italy,Italy Serie A,Sampdoria,Sassuolo,2015-12-06 00:00:00,2015/2016,1,3
Italy,Italy Serie A,Torino,Roma,2015-12-05 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Chievo Verona,Atalanta,2015-12-13 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Empoli,Carpi,2015-12-13 00:00:00,2015/2016,3,0
Italy,Italy Serie A,Genoa,Bologna,2015-12-12 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Juventus,Fiorentina,2015-12-13 00:00:00,2015/2016,3,1
Italy,Italy Serie A,Lazio,Sampdoria,2015-12-14 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Milan,Hellas Verona,2015-12-13 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Napoli,Roma,2015-12-13 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Palermo,Frosinone,2015-12-12 00:00:00,2015/2016,4,1
Italy,Italy Serie A,Sassuolo,Torino,2016-01-20 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Udinese,Inter,2015-12-12 00:00:00,2015/2016,0,4
Italy,Italy Serie A,Atalanta,Napoli,2015-12-20 00:00:00,2015/2016,1,3
Italy,Italy Serie A,Bologna,Empoli,2015-12-19 00:00:00,2015/2016,2,3
Italy,Italy Serie A,Carpi,Juventus,2015-12-20 00:00:00,2015/2016,2,3
Italy,Italy Serie A,Fiorentina,Chievo Verona,2015-12-20 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Frosinone,Milan,2015-12-20 00:00:00,2015/2016,2,4
Italy,Italy Serie A,Hellas Verona,Sassuolo,2015-12-20 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Inter,Lazio,2015-12-20 00:00:00,2015/2016,1,2
Italy,Italy Serie A,Roma,Genoa,2015-12-20 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Sampdoria,Palermo,2015-12-20 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Torino,Udinese,2015-12-20 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Chievo Verona,Roma,2016-01-06 00:00:00,2015/2016,3,3
Italy,Italy Serie A,Empoli,Inter,2016-01-06 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Genoa,Sampdoria,2016-01-05 00:00:00,2015/2016,2,3
Italy,Italy Serie A,Juventus,Hellas Verona,2016-01-06 00:00:00,2015/2016,3,0
Italy,Italy Serie A,Lazio,Carpi,2016-01-06 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Milan,Bologna,2016-01-06 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Napoli,Torino,2016-01-06 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Palermo,Fiorentina,2016-01-06 00:00:00,2015/2016,1,3
Italy,Italy Serie A,Sassuolo,Frosinone,2016-01-06 00:00:00,2015/2016,2,2
Italy,Italy Serie A,Udinese,Atalanta,2016-01-06 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Atalanta,Genoa,2016-01-10 00:00:00,2015/2016,0,2
Italy,Italy Serie A,Bologna,Chievo Verona,2016-01-10 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Carpi,Udinese,2016-01-09 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Fiorentina,Lazio,2016-01-09 00:00:00,2015/2016,1,3
Italy,Italy Serie A,Frosinone,Napoli,2016-01-10 00:00:00,2015/2016,1,5
Italy,Italy Serie A,Hellas Verona,Palermo,2016-01-10 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Inter,Sassuolo,2016-01-10 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Roma,Milan,2016-01-09 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Sampdoria,Juventus,2016-01-10 00:00:00,2015/2016,1,2
Italy,Italy Serie A,Torino,Empoli,2016-01-10 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Atalanta,Frosinone,2015-08-30 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Bologna,Sassuolo,2015-08-29 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Carpi,Inter,2015-08-30 00:00:00,2015/2016,1,2
Italy,Italy Serie A,Chievo Verona,Lazio,2015-08-30 00:00:00,2015/2016,4,0
Italy,Italy Serie A,Genoa,Hellas Verona,2015-08-30 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Milan,Empoli,2015-08-29 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Napoli,Sampdoria,2015-08-30 00:00:00,2015/2016,2,2
Italy,Italy Serie A,Roma,Juventus,2015-08-30 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Torino,Fiorentina,2015-08-30 00:00:00,2015/2016,3,1
Italy,Italy Serie A,Udinese,Palermo,2015-08-30 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Chievo Verona,Empoli,2016-01-17 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Milan,Fiorentina,2016-01-17 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Torino,Frosinone,2016-01-16 00:00:00,2015/2016,4,2
Italy,Italy Serie A,Roma,Hellas Verona,2016-01-17 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Atalanta,Inter,2016-01-16 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Udinese,Juventus,2016-01-17 00:00:00,2015/2016,0,4
Italy,Italy Serie A,Bologna,Lazio,2016-01-17 00:00:00,2015/2016,2,2
Italy,Italy Serie A,Genoa,Palermo,2016-01-17 00:00:00,2015/2016,4,0
Italy,Italy Serie A,Carpi,Sampdoria,2016-01-17 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Napoli,Sassuolo,2016-01-16 00:00:00,2015/2016,3,1
Italy,Italy Serie A,Frosinone,Atalanta,2016-01-23 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Sassuolo,Bologna,2016-01-24 00:00:00,2015/2016,0,2
Italy,Italy Serie A,Inter,Carpi,2016-01-24 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Lazio,Chievo Verona,2016-01-24 00:00:00,2015/2016,4,1
Italy,Italy Serie A,Hellas Verona,Genoa,2016-01-24 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Empoli,Milan,2016-01-23 00:00:00,2015/2016,2,2
Italy,Italy Serie A,Sampdoria,Napoli,2016-01-24 00:00:00,2015/2016,2,4
Italy,Italy Serie A,Juventus,Roma,2016-01-24 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Fiorentina,Torino,2016-01-24 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Palermo,Udinese,2016-01-24 00:00:00,2015/2016,4,1
Italy,Italy Serie A,Napoli,Empoli,2016-01-31 00:00:00,2015/2016,5,1
Italy,Italy Serie A,Genoa,Fiorentina,2016-01-31 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Roma,Frosinone,2016-01-30 00:00:00,2015/2016,3,1
Italy,Italy Serie A,Torino,Hellas Verona,2016-01-31 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Milan,Inter,2016-01-31 00:00:00,2015/2016,3,0
Italy,Italy Serie A,Chievo Verona,Juventus,2016-01-31 00:00:00,2015/2016,0,4
Italy,Italy Serie A,Udinese,Lazio,2016-01-31 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Carpi,Palermo,2016-01-30 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Bologna,Sampdoria,2016-01-31 00:00:00,2015/2016,3,2
Italy,Italy Serie A,Atalanta,Sassuolo,2016-01-30 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Hellas Verona,Atalanta,2016-02-03 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Frosinone,Bologna,2016-02-03 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Fiorentina,Carpi,2016-02-03 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Inter,Chievo Verona,2016-02-03 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Juventus,Genoa,2016-02-03 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Palermo,Milan,2016-02-03 00:00:00,2015/2016,0,2
Italy,Italy Serie A,Lazio,Napoli,2016-02-03 00:00:00,2015/2016,0,2
Italy,Italy Serie A,Sassuolo,Roma,2016-02-02 00:00:00,2015/2016,0,2
Italy,Italy Serie A,Sampdoria,Torino,2016-02-03 00:00:00,2015/2016,2,2
Italy,Italy Serie A,Empoli,Udinese,2016-02-03 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Napoli,Carpi,2016-02-07 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Torino,Chievo Verona,2016-02-07 00:00:00,2015/2016,1,2
Italy,Italy Serie A,Atalanta,Empoli,2016-02-07 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Bologna,Fiorentina,2016-02-06 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Hellas Verona,Inter,2016-02-07 00:00:00,2015/2016,3,3
Italy,Italy Serie A,Frosinone,Juventus,2016-02-07 00:00:00,2015/2016,0,2
Italy,Italy Serie A,Genoa,Lazio,2016-02-06 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Sassuolo,Palermo,2016-02-07 00:00:00,2015/2016,2,2
Italy,Italy Serie A,Roma,Sampdoria,2016-02-07 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Milan,Udinese,2016-02-07 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Sampdoria,Atalanta,2016-02-14 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Udinese,Bologna,2016-02-14 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Empoli,Frosinone,2016-02-13 00:00:00,2015/2016,1,2
Italy,Italy Serie A,Milan,Genoa,2016-02-14 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Lazio,Hellas Verona,2016-02-11 00:00:00,2015/2016,5,2
Italy,Italy Serie A,Fiorentina,Inter,2016-02-14 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Juventus,Napoli,2016-02-13 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Carpi,Roma,2016-02-12 00:00:00,2015/2016,1,3
Italy,Italy Serie A,Chievo Verona,Sassuolo,2016-02-13 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Palermo,Torino,2016-02-14 00:00:00,2015/2016,1,3
Italy,Italy Serie A,Torino,Carpi,2016-02-21 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Hellas Verona,Chievo Verona,2016-02-20 00:00:00,2015/2016,3,1
Italy,Italy Serie A,Sassuolo,Empoli,2016-02-21 00:00:00,2015/2016,3,2
Italy,Italy Serie A,Atalanta,Fiorentina,2016-02-21 00:00:00,2015/2016,2,3
Italy,Italy Serie A,Bologna,Juventus,2016-02-19 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Frosinone,Lazio,2016-02-21 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Napoli,Milan,2016-02-22 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Roma,Palermo,2016-02-21 00:00:00,2015/2016,5,0
Italy,Italy Serie A,Inter,Sampdoria,2016-02-20 00:00:00,2015/2016,3,1
Italy,Italy Serie A,Genoa,Udinese,2016-02-21 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Carpi,Atalanta,2016-02-28 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Palermo,Bologna,2016-02-28 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Sampdoria,Frosinone,2016-02-28 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Chievo Verona,Genoa,2016-02-28 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Udinese,Hellas Verona,2016-02-28 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Juventus,Inter,2016-02-28 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Fiorentina,Napoli,2016-02-29 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Empoli,Roma,2016-02-27 00:00:00,2015/2016,1,3
Italy,Italy Serie A,Lazio,Sassuolo,2016-02-29 00:00:00,2015/2016,0,2
Italy,Italy Serie A,Milan,Torino,2016-02-27 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Bologna,Carpi,2016-03-06 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Napoli,Chievo Verona,2016-03-05 00:00:00,2015/2016,3,1
Italy,Italy Serie A,Genoa,Empoli,2016-03-06 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Roma,Fiorentina,2016-03-04 00:00:00,2015/2016,4,1
Italy,Italy Serie A,Atalanta,Juventus,2016-03-06 00:00:00,2015/2016,0,2
Italy,Italy Serie A,Torino,Lazio,2016-03-06 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Sassuolo,Milan,2016-03-06 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Inter,Palermo,2016-03-06 00:00:00,2015/2016,3,1
Italy,Italy Serie A,Hellas Verona,Sampdoria,2016-03-05 00:00:00,2015/2016,0,3
Italy,Italy Serie A,Frosinone,Udinese,2016-03-06 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Lazio,Atalanta,2016-03-13 00:00:00,2015/2016,2,0
Italy,Italy Serie A,Inter,Bologna,2016-03-12 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Carpi,Frosinone,2016-03-13 00:00:00,2015/2016,2,1
Italy,Italy Serie A,Fiorentina,Hellas Verona,2016-03-13 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Chievo Verona,Milan,2016-03-13 00:00:00,2015/2016,0,0
Italy,Italy Serie A,Palermo,Napoli,2016-03-13 00:00:00,2015/2016,0,1
Italy,Italy Serie A,Udinese,Roma,2016-03-13 00:00:00,2015/2016,1,2
Italy,Italy Serie A,Empoli,Sampdoria,2016-03-12 00:00:00,2015/2016,1,1
Italy,Italy Serie A,Juventus,Sassuolo,2016-03-11 00:00:00,2015/2016,1,0
Italy,Italy Serie A,Genoa,Torino,2016-03-13 00:00:00,2015/2016,3,2
Italy,Italy Serie A,Empoli,Napoli,2015-09-13 00:00:00,2015/2016,2,2
